STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,82,5104,13211,21716,22918,26503,38418,127952,4.61%
VIC,99,9001,22944,28239,24350,22851,25453,132937,6.24%
QLD,98,6311,14382,21622,22766,24302,27652,117133,6.83%
SA,1961,7196,6743,9021,9729,10588,14062,59300,9.24%
WA,57,6985,14242,17776,17726,17248,17619,91653,10.25%
TAS,21,1012,2161,2797,3293,3839,3789,16912,8.72%
NT,5,256,751,970,941,825,418,4166,4.77%
ACT,11,930,2318,2483,2255,2001,1859,11857,8.51%
TOTAL,2334,36795,76752,104624,103978,108157,129270,561910,6.55%
