STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3169,170571,233728,222806,173221,165493,968988,33.09%
VIC,4776,49101,61399,51459,40080,37199,244014,10.74%
QLD,6543,87523,80701,58072,36121,27314,296274,16.62%
SA,25510,60956,59847,57889,47145,44063,295410,43.67%
WA,1798,24547,54403,54821,42443,41515,219527,23.52%
TAS,561,6960,15948,17136,13913,14476,68994,33.26%
NT,151,773,1178,1014,604,297,4017,5.50%
ACT,584,2683,3782,3036,2222,1912,14219,9.45%
TOTAL,43092,403114,510986,466233,355749,332269,2111443,23.40%
